conversation_id,timestamp,text,intent,category,sentiment,answered
9f29bd43-d2d4-43cb-b719-6da3a53890f5,2025-06-15T19:48:27,SHEYALTOPCU,Diğer,Genel,Negatif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-15T23:50:33,Kına,Organizasyon arıyor,Organizasyon,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-15T23:51:11,Yalova merkez,Konum belirtiyor,Genel,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-15T23:52:30,Mekan ve icerigi  gun olarak Ekim 30,Mekan arıyor,Mekan,Nötr,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-15T23:54:38,Kapali alan ve 200 kisi kapasite li ve kina gecesi icerigi ne veriyor,Bilgi istiyor,Genel,Negatif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-15T23:56:13,Aslinda biximde karistigimiz durum su,Yemek/İkram soruyor,Yemek/İkram,Negatif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-15T23:56:59,Irganizazyon mekan olsun ma,Mekan arıyor,"Mekan, Yemek/İkram",Negatif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-15T23:57:24,masalar tamam mek,Organizasyon arıyor,Organizasyon,Negatif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-15T23:58:29,Ben sunu demek istiyorum her,Yemek/İkram soruyor,Yemek/İkram,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-15T23:58:42,hera,Diğer,Genel,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-15T23:59:41,Yani gercekten en guzeli ozeli olsun ama butce dostu olsun gerekenler y,Yemek/İkram soruyor,Yemek/İkram,Negatif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-15T23:59:59,yapllsin,Diğer,Genel,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:00:28,Evet ya bak anl,Diğer,Genel,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:01:05,anlayabilen sen oldun,Konum belirtiyor,Genel,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:01:58,ilce soyle tabi,Konum belirtiyor,Genel,Nötr,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:02:11,Ekonomik,Bilgi istiyor,Genel,Negatif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:03:28,sence ekim icin yer bakmaya beklesek,Mekan arıyor,Genel,Negatif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:04:06,tabi,Diğer,Genel,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:04:37,Bilgine ihtiyac var,Bilgi istiyor,Genel,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:06:04,Biz emdoha diyoruz,Diğer,Genel,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:06:59,yalova merkez de olan.mekan ismi,Mekan arıyor,Mekan,Negatif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:09:13,Ogretmen evinde nasil kina oluyor,Konum belirtiyor,Genel,Negatif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:12:37,Ogretmen evi organizazyonu kimler,Diğer,Genel,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:14:06,evet ekonomik ve icerigi nadir,Bilgi istiyor,Genel,Negatif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:15:25,hera var davet evi neferdin,Diğer,Genel,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:16:51,ogrenebilirsin,Konum belirtiyor,Genel,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:18:46,bana yalova da emdoha da nasil iletisim saglarim yardimci ilurmusun,Yemek/İkram soruyor,Yemek/İkram,Pozitif,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:20:01,Yalova da be dugun kina mekan yeri,Mekan arıyor,Mekan,Nötr,Evet
9f2a1822-0da1-466f-855f-80e1449bbe8c,2025-06-16T00:21:27,Iyi günler,Diğer,Genel,Pozitif,Evet
9f2ace8f-789a-4429-94af-1f857c8586bd,2025-06-16T08:20:34,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f2ace8f-789a-4429-94af-1f857c8586bd,2025-06-16T08:21:55,Yüzbir toplam bütçe 100 bin tl,Fiyat ayarlaması istiyor,Genel,Nötr,Evet
9f2adfa1-861a-4ac6-bd89-a5642ca33436,2025-06-16T09:08:26,iyi günler,Diğer,Genel,Pozitif,Evet
9f2adfa1-861a-4ac6-bd89-a5642ca33436,2025-06-16T09:08:39,iş başvurusunda bulunmak istiyorum,Yemek/İkram soruyor,Yemek/İkram,Pozitif,Evet
9f2adfa1-861a-4ac6-bd89-a5642ca33436,2025-06-16T09:08:55,ankarada benim için yapabileceğiniz bişey varmı,Bilgi istiyor,Genel,Negatif,Evet
9f2b0f51-1720-4fd4-ac37-3b845bbc9f20,2025-06-16T11:22:07,Merhabe Dogum Günü,Diğer,Genel,Negatif,Hayır
9f2b0f51-1720-4fd4-ac37-3b845bbc9f20,2025-06-16T11:22:12,50 kisilik,Konum belirtiyor,Genel,Pozitif,Evet
9f2b0f51-1720-4fd4-ac37-3b845bbc9f20,2025-06-16T11:23:16,"Istanbulda, manzarasi olan cok büyük olmayan yemekli olucak bir mekan ariyorum",Mekan arıyor,"Mekan, Yemek/İkram",Negatif,Evet
9f2b0f51-1720-4fd4-ac37-3b845bbc9f20,2025-06-16T11:24:43,Örnek verdiginiz semtler Üsküdar haric hepsi olabilir - kisi basi fiyate en fazla 2000 olur diye düsünüyorum,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f2b0f51-1720-4fd4-ac37-3b845bbc9f20,2025-06-16T11:27:25,bu mekanlar olmaz,Mekan arıyor,Mekan,Negatif,Evet
9f2b0f51-1720-4fd4-ac37-3b845bbc9f20,2025-06-16T11:28:23,acik alani ve bogaz manzarasi olsun isterim - kisi basi fiyatini artira biliriz mesal 2500,Yemek/İkram soruyor,Yemek/İkram,Negatif,Evet
9f2b0f51-1720-4fd4-ac37-3b845bbc9f20,2025-06-16T11:29:22,"Kaddeh Sortie, hersey dahil konzept midir? DJ felan varmi",Organizasyon arıyor,"Organizasyon, Müzik/Eğlence",Pozitif,Evet
9f2b0f51-1720-4fd4-ac37-3b845bbc9f20,2025-06-16T11:31:05,baska mekanlar varsa bir kac tane daha görmek isterim,Mekan arıyor,Mekan,Pozitif,Evet
9f2b0f51-1720-4fd4-ac37-3b845bbc9f20,2025-06-16T11:31:51,"yoksa su an kalsin, bir kac mekan gördükten sonra aralarindan secip öyle irtibata girmek isterim tesekkür eder",Mekan arıyor,"Mekan, Yemek/İkram",Pozitif,Evet
9f2b0f51-1720-4fd4-ac37-3b845bbc9f20,2025-06-16T11:32:23,Tesekkür ederim cok hizli bir sekilde bilgilendirildim,Bilgi istiyor,Genel,Pozitif,Evet
9f2b1e73-1ffc-4144-97ef-116e97e37959,2025-06-16T12:04:00,After,Diğer,Genel,Pozitif,Evet
9f2b1e73-1ffc-4144-97ef-116e97e37959,2025-06-16T12:04:51,Kahramanmaraş merkez  27 nisan 2026 50 kişilik,Konum belirtiyor,Genel,Negatif,Evet
9f2b1e73-1ffc-4144-97ef-116e97e37959,2025-06-16T12:06:05,Mekan açık kapalı ikisi de olsun havuz bqşı tercihimiz olacaktır. Kokteyl pasta olacak. Bütçe önemli değil,Mekan arıyor,"Mekan, Yemek/İkram",Negatif,Evet
9f2b1e73-1ffc-4144-97ef-116e97e37959,2025-06-16T12:08:08,Açık kapalı mekan olabilir,Mekan arıyor,Mekan,Negatif,Evet
9f2b45e0-a051-4f18-8dc0-050ef1901365,2025-06-16T13:54:20,Arayin bilgi verin,Bilgi istiyor,Genel,Pozitif,Evet
9f2b45e0-a051-4f18-8dc0-050ef1901365,2025-06-16T13:54:45,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f2b45e0-a051-4f18-8dc0-050ef1901365,2025-06-16T13:54:51,27 temmuz,Tarih ayarlaması istiyor,Genel,Negatif,Evet
9f2b45e0-a051-4f18-8dc0-050ef1901365,2025-06-16T13:56:00,Îstanbul zeytinburnu,Diğer,Genel,Pozitif,Evet
9f2b45e0-a051-4f18-8dc0-050ef1901365,2025-06-16T13:56:17,Ordor tabak,Yemek/İkram soruyor,Genel,Pozitif,Evet
9f2b45e0-a051-4f18-8dc0-050ef1901365,2025-06-16T13:56:49,300,Diğer,Genel,Negatif,Evet
9f2b45e0-a051-4f18-8dc0-050ef1901365,2025-06-16T13:57:48,250 tl,Diğer,Genel,Negatif,Evet
9f2b45e0-a051-4f18-8dc0-050ef1901365,2025-06-16T13:58:15,500 tl olsun,Yemek/İkram soruyor,Yemek/İkram,Nötr,Evet
9f2b5398-099c-4882-8ae3-7f9ea946409a,2025-06-16T14:32:39,Kına,Organizasyon arıyor,Organizasyon,Pozitif,Evet
9f2b5398-099c-4882-8ae3-7f9ea946409a,2025-06-16T14:33:00,Her ikisi,Diğer,Genel,Pozitif,Evet
9f2b5398-099c-4882-8ae3-7f9ea946409a,2025-06-16T14:33:25,Ekim veya Kasım ayında olacak,Tarih ayarlaması istiyor,Genel,Nötr,Evet
9f2b5398-099c-4882-8ae3-7f9ea946409a,2025-06-16T14:33:47,İstanbul avrupa yakası,Konum belirtiyor,Genel,Pozitif,Evet
9f2b5398-099c-4882-8ae3-7f9ea946409a,2025-06-16T14:34:11,Hayır yok avrupa yakası olması yeter,Diğer,Genel,Negatif,Evet
9f2b5398-099c-4882-8ae3-7f9ea946409a,2025-06-16T14:34:23,300 kişi olur,Diğer,Genel,Negatif,Evet
9f2b5398-099c-4882-8ae3-7f9ea946409a,2025-06-16T14:34:38,Çerez veya pasta,Yemek/İkram soruyor,Yemek/İkram,Negatif,Evet
9f2b5398-099c-4882-8ae3-7f9ea946409a,2025-06-16T14:35:03,20.000,Diğer,Genel,Pozitif,Evet
9f2b5398-099c-4882-8ae3-7f9ea946409a,2025-06-16T14:35:31,Ne kadardan başlıyor,Fiyat ayarlaması istiyor,Genel,Nötr,Evet
9f2bcc6f-dfa4-4f25-be31-cf34e19b828e,2025-06-16T20:10:26,Kına,Organizasyon arıyor,Organizasyon,Pozitif,Evet
9f2bcc6f-dfa4-4f25-be31-cf34e19b828e,2025-06-16T20:10:53,İstanbul Bayrampaşa,Konum belirtiyor,Genel,Negatif,Evet
9f2bcc6f-dfa4-4f25-be31-cf34e19b828e,2025-06-16T20:11:46,Gaziosmanpaşa,Diğer,Genel,Negatif,Evet
9f2bcc6f-dfa4-4f25-be31-cf34e19b828e,2025-06-16T20:12:47,Her ikisi 24/09-2025,Diğer,Genel,Negatif,Evet
9f2bcc6f-dfa4-4f25-be31-cf34e19b828e,2025-06-16T20:13:38,150 kişi pasta meşrubat 40 bin,Yemek/İkram soruyor,Yemek/İkram,Pozitif,Evet
9f2bcc6f-dfa4-4f25-be31-cf34e19b828e,2025-06-16T20:14:22,Kapalı ve açık olabilir,Konum belirtiyor,Genel,Negatif,Evet
9f2bcd4c-e6f8-4df4-a742-317a199c6e61,2025-06-16T20:13:12,Kapalı alan kaç kişilik,Mekan arıyor,Mekan,Negatif,Evet
9f2bcd4c-e6f8-4df4-a742-317a199c6e61,2025-06-16T20:13:58,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f2bcd4c-e6f8-4df4-a742-317a199c6e61,2025-06-16T20:15:07,Balıkesir tahmini bilmiyorum pasta olacak,Yemek/İkram soruyor,Yemek/İkram,Negatif,Evet
9f2bcd4c-e6f8-4df4-a742-317a199c6e61,2025-06-16T20:16:25,500 Ve 700 arası,Diğer,Genel,Pozitif,Evet
9f2c0ea8-47af-4866-897f-38651077c90f,2025-06-16T23:15:48,Gelin hamamı hakkında bilgi almak istiyorum,Yemek/İkram soruyor,Kıyafet,Pozitif,Evet
9f2c0ea8-47af-4866-897f-38651077c90f,2025-06-16T23:16:12,İstanbul kartal,Konum belirtiyor,Genel,Pozitif,Evet
9f2c0ea8-47af-4866-897f-38651077c90f,2025-06-16T23:17:37,8-10 kişi,Diğer,Genel,Pozitif,Evet
9f2c0ea8-47af-4866-897f-38651077c90f,2025-06-16T23:18:05,Müzik olabilir özel ikramlarda olsn,Yemek/İkram soruyor,"Organizasyon, Yemek/İkram, Müzik/Eğlence",Pozitif,Evet
9f2c0ea8-47af-4866-897f-38651077c90f,2025-06-16T23:18:25,Max 6000₺,Diğer,Genel,Pozitif,Evet
9f2c0ea8-47af-4866-897f-38651077c90f,2025-06-16T23:20:43,Kartal ve çevresindeki hamamların fiyat listelerini atar mısın,Yemek/İkram soruyor,Genel,Pozitif,Evet
9f2c0ea8-47af-4866-897f-38651077c90f,2025-06-16T23:21:15,Genel olarak fiyatlar nedir peki,Fiyat ayarlaması istiyor,Genel,Nötr,Evet
9f2c0ea8-47af-4866-897f-38651077c90f,2025-06-16T23:23:19,Kişi başı 500₺ olan gelin hamamlarını önerir misib,Yemek/İkram soruyor,Kıyafet,Nötr,Evet
9f2c0ea8-47af-4866-897f-38651077c90f,2025-06-16T23:23:54,8-10 kişilik gruba 10.000₺ lık gelin hamamı önerir misin,Yemek/İkram soruyor,Kıyafet,Pozitif,Evet
9f2c0ea8-47af-4866-897f-38651077c90f,2025-06-16T23:24:18,Tuzla termal tesis fiyatı nedir,Fiyat ayarlaması istiyor,Mekan,Negatif,Evet
9f2c9420-72b9-4602-88d2-4dc7ffb2acbe,2025-06-17T05:29:05,Nikah sonrası yemek,Yemek/İkram soruyor,Yemek/İkram,Pozitif,Evet
9f2c9420-72b9-4602-88d2-4dc7ffb2acbe,2025-06-17T05:29:35,Gebze kocaeli,Konum belirtiyor,Genel,Nötr,Evet
9f2c9420-72b9-4602-88d2-4dc7ffb2acbe,2025-06-17T05:29:50,6 temmuz,Tarih ayarlaması istiyor,Genel,Pozitif,Evet
9f2c9420-72b9-4602-88d2-4dc7ffb2acbe,2025-06-17T05:30:03,200,Diğer,Genel,Pozitif,Evet
9f2c9420-72b9-4602-88d2-4dc7ffb2acbe,2025-06-17T05:30:19,Yemekli,Yemek/İkram soruyor,Yemek/İkram,Nötr,Evet
9f2c9420-72b9-4602-88d2-4dc7ffb2acbe,2025-06-17T05:30:35,300,Diğer,Genel,Negatif,Evet
9f2c9420-72b9-4602-88d2-4dc7ffb2acbe,2025-06-17T05:31:00,500,Diğer,Genel,Negatif,Evet
9f2ca3b6-d97b-40de-bc15-129c023c07f8,2025-06-17T06:12:28,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f2ca3b6-d97b-40de-bc15-129c023c07f8,2025-06-17T06:12:57,Manisa şehzadeler,Konum belirtiyor,Genel,Negatif,Evet
9f2ca3b6-d97b-40de-bc15-129c023c07f8,2025-06-17T06:13:34,Teras düğün salonu,Mekan arıyor,Mekan,Pozitif,Evet
9f2cc93a-2708-47c3-b9fc-6770e81400c5,2025-06-17T07:57:19,Kına,Organizasyon arıyor,Organizasyon,Pozitif,Evet
9f2cc93a-2708-47c3-b9fc-6770e81400c5,2025-06-17T07:59:25,süsleme dans  konsep,Organizasyon arıyor,"Organizasyon, Müzik/Eğlence",Pozitif,Evet
9f2cc93a-2708-47c3-b9fc-6770e81400c5,2025-06-17T08:00:28,istanbul arnavutköy,Konum belirtiyor,Genel,Pozitif,Evet
9f2cc93a-2708-47c3-b9fc-6770e81400c5,2025-06-17T08:02:50,25.26 .06.2025 yaklaşik bütçe 20.25,Fiyat ayarlaması istiyor,Genel,Nötr,Evet
9f2cc93a-2708-47c3-b9fc-6770e81400c5,2025-06-17T08:03:15,50 kişi,Diğer,Genel,Pozitif,Evet
9f2cc93a-2708-47c3-b9fc-6770e81400c5,2025-06-17T08:03:48,evet,Diğer,Genel,Pozitif,Evet
9f2cc93a-2708-47c3-b9fc-6770e81400c5,2025-06-17T08:04:25,bar,Diğer,Genel,Pozitif,Evet
9f2cc93a-2708-47c3-b9fc-6770e81400c5,2025-06-17T08:05:18,23.06 2025 bütçe 35.40,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f2ce739-8237-47f0-9830-e45bb7b45ba1,2025-06-17T09:22:31,ben 14-15 yaş gelinlik istiyorum,Kıyafet arıyor,Kıyafet,Negatif,Evet
9f2ce739-8237-47f0-9830-e45bb7b45ba1,2025-06-17T09:23:18,kiralamak,Diğer,Genel,Nötr,Evet
9f2ce739-8237-47f0-9830-e45bb7b45ba1,2025-06-17T09:23:42,siz delimisiniz,Bilgi istiyor,Genel,Negatif,Evet
9f2ce739-8237-47f0-9830-e45bb7b45ba1,2025-06-17T09:24:26,siktir,Diğer,Genel,Nötr,Evet
9f2ce739-8237-47f0-9830-e45bb7b45ba1,2025-06-17T09:25:53,nerde yaşıyorsunuz,Yemek/İkram soruyor,Yemek/İkram,Nötr,Evet
9f2d3e87-a078-4369-b949-a2afc82fcf68,2025-06-17T13:26:10,düğün yapıcam,Organizasyon arıyor,Genel,Pozitif,Evet
9f2d3e87-a078-4369-b949-a2afc82fcf68,2025-06-17T13:26:30,bursa nilüfer,Konum belirtiyor,Genel,Nötr,Evet
9f2d3e87-a078-4369-b949-a2afc82fcf68,2025-06-17T13:26:52,mekan bakıyorum,Mekan arıyor,Mekan,Negatif,Evet
9f2d3e87-a078-4369-b949-a2afc82fcf68,2025-06-17T13:27:20,ağustos gibi olacak. 100 200 kişilik bir d,Konum belirtiyor,Genel,Pozitif,Evet
9f2d3e87-a078-4369-b949-a2afc82fcf68,2025-06-17T13:28:08,"yemekli pasta meşrubat fark etmez. 200 bin liram var totalde dedim. bahçe olur, havuzbaşı olur fark etmez. ama güzel bir kır düğünü istiyorum",Mekan arıyor,"Mekan, Yemek/İkram",Negatif,Evet
9f2d3e87-a078-4369-b949-a2afc82fcf68,2025-06-17T13:28:38,tüm bursa olabilir bana uyugn bir şey olsun.,Yemek/İkram soruyor,Yemek/İkram,Pozitif,Evet
9f2d5c3a-553e-40ba-a395-3bf22e199b32,2025-06-17T14:48:21,Kına,Organizasyon arıyor,Organizasyon,Pozitif,Evet
9f2d5c3a-553e-40ba-a395-3bf22e199b32,2025-06-17T14:48:38,Erzurum,Konum belirtiyor,Genel,Pozitif,Evet
9f2d5c3a-553e-40ba-a395-3bf22e199b32,2025-06-17T14:48:49,Kına gecesi salonu,Mekan arıyor,"Mekan, Organizasyon",Pozitif,Evet
9f2d5c3a-553e-40ba-a395-3bf22e199b32,2025-06-17T14:49:04,4 temmuz,Tarih ayarlaması istiyor,Genel,Pozitif,Evet
9f2d5c3a-553e-40ba-a395-3bf22e199b32,2025-06-17T14:49:14,200 kişi olacak,Diğer,Genel,Nötr,Evet
9f2d5c3a-553e-40ba-a395-3bf22e199b32,2025-06-17T14:49:27,Kurabiye meşrubat,Kıyafet arıyor,"Kıyafet, Yemek/İkram",Negatif,Evet
9f2d5c3a-553e-40ba-a395-3bf22e199b32,2025-06-17T14:50:01,25.000 30.000 arası,Diğer,Genel,Pozitif,Evet
9f2d5c3a-553e-40ba-a395-3bf22e199b32,2025-06-17T14:50:36,25.000 35.000,Diğer,Genel,Pozitif,Evet
9f2d5c3a-553e-40ba-a395-3bf22e199b32,2025-06-17T14:50:53,35.000,Diğer,Genel,Nötr,Evet
9f2d5c3a-553e-40ba-a395-3bf22e199b32,2025-06-17T14:51:16,Kurabiye çerez kola 30.000,Yemek/İkram soruyor,"Kıyafet, Yemek/İkram",Negatif,Evet
9f2db071-5572-4c8f-8661-e5ab04d27b28,2025-06-17T18:43:58,Balayı paketi,Organizasyon arıyor,Konaklama,Pozitif,Evet
9f2db071-5572-4c8f-8661-e5ab04d27b28,2025-06-17T18:45:38,Bodrum 9 Eylül 13 Eylül  herşey dahil balayı suiti,Yemek/İkram soruyor,"Yemek/İkram, Konaklama",Pozitif,Evet
9f2db071-5572-4c8f-8661-e5ab04d27b28,2025-06-17T18:46:26,50.000 60.000 arası,Diğer,Genel,Pozitif,Evet
9f2db071-5572-4c8f-8661-e5ab04d27b28,2025-06-17T18:47:27,Marmaris,Diğer,Genel,Pozitif,Evet
9f2db071-5572-4c8f-8661-e5ab04d27b28,2025-06-17T18:48:06,Fethiye,Diğer,Genel,Nötr,Evet
9f2dc208-0ac6-4b38-a0c3-ca068bbc93ca,2025-06-17T19:33:18,Gündüz kır düğünü,Mekan arıyor,Mekan,Negatif,Evet
9f2dc208-0ac6-4b38-a0c3-ca068bbc93ca,2025-06-17T19:34:25,"300 davetli, Ankara dükkanı kokteyl menü kişilik başı 250-500Tl",Yemek/İkram soruyor,Yemek/İkram,Pozitif,Evet
9f2dc208-0ac6-4b38-a0c3-ca068bbc93ca,2025-06-17T19:34:46,Temmuz ayı,Tarih ayarlaması istiyor,Genel,Pozitif,Evet
9f2dc208-0ac6-4b38-a0c3-ca068bbc93ca,2025-06-17T19:35:41,İncek apple gardenya için fiyat ne kadar kişi başı,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f2dcfae-710d-49dd-8dcd-f22ca1924380,2025-06-17T20:11:26,Alaçam merkezdemisiniz,Bilgi istiyor,Genel,Nötr,Evet
9f2dcfae-710d-49dd-8dcd-f22ca1924380,2025-06-17T20:12:03,Hasret düğün salonu tam olarak nerde,Mekan arıyor,Mekan,Pozitif,Evet
9f2dcfae-710d-49dd-8dcd-f22ca1924380,2025-06-17T20:12:45,Hasret yokmu,Diğer,Genel,Pozitif,Evet
9f2dfcc7-43b3-4eac-94d0-afaf29a5cd65,2025-06-17T22:17:17,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f2dfcc7-43b3-4eac-94d0-afaf29a5cd65,2025-06-17T22:17:31,Ankara Keçiören,Konum belirtiyor,Genel,Pozitif,Evet
9f2dfcc7-43b3-4eac-94d0-afaf29a5cd65,2025-06-17T22:17:49,Düğün mekanı,Mekan arıyor,Mekan,Pozitif,Evet
9f2dfcc7-43b3-4eac-94d0-afaf29a5cd65,2025-06-17T22:18:19,Hazıran 25,Diğer,Genel,Pozitif,Evet
9f2dfcc7-43b3-4eac-94d0-afaf29a5cd65,2025-06-17T22:18:30,300 kişi,Diğer,Genel,Nötr,Evet
9f2dfcc7-43b3-4eac-94d0-afaf29a5cd65,2025-06-17T22:18:43,Koktel,Diğer,Genel,Negatif,Evet
9f2dfcc7-43b3-4eac-94d0-afaf29a5cd65,2025-06-17T22:19:05,Kapalı alan,Mekan arıyor,Mekan,Negatif,Evet
9f2dfcc7-43b3-4eac-94d0-afaf29a5cd65,2025-06-17T22:19:29,200,Diğer,Genel,Pozitif,Evet
9f2dfcc7-43b3-4eac-94d0-afaf29a5cd65,2025-06-17T22:19:52,500,Diğer,Genel,Negatif,Evet
9f2dff16-a38d-417e-9b30-ffcd4db31cbc,2025-06-17T22:23:51,Evlilik teklifi,Konum belirtiyor,Genel,Nötr,Evet
9f2dff16-a38d-417e-9b30-ffcd4db31cbc,2025-06-17T22:24:16,Urla da yapmak istiyorum,Diğer,Genel,Nötr,Evet
9f2dff16-a38d-417e-9b30-ffcd4db31cbc,2025-06-17T22:24:35,Deniz kenari,Mekan arıyor,Genel,Negatif,Evet
9f2dff16-a38d-417e-9b30-ffcd4db31cbc,2025-06-17T22:24:52,21 haziran,Tarih ayarlaması istiyor,Genel,Pozitif,Evet
9f2dff16-a38d-417e-9b30-ffcd4db31cbc,2025-06-17T22:25:17,5 bin,Fiyat ayarlaması istiyor,Genel,Negatif,Evet
9f2dff16-a38d-417e-9b30-ffcd4db31cbc,2025-06-17T22:25:57,Mekan da olabilir  organizasyon hizmetine olur,Mekan arıyor,"Mekan, Organizasyon",Nötr,Evet
9f2dff16-a38d-417e-9b30-ffcd4db31cbc,2025-06-17T22:26:25,Sadece çift,Diğer,Genel,Negatif,Evet
9f2dff16-a38d-417e-9b30-ffcd4db31cbc,2025-06-17T22:27:17,Başka yerleri araştıralım ve bütçeyi 10 bin yapalim,Mekan arıyor,Genel,Negatif,Evet
9f2dff16-a38d-417e-9b30-ffcd4db31cbc,2025-06-17T22:27:56,Bana Urla'daki   bütün  mekan ve organizasyonları  sunarmısınız,Mekan arıyor,"Mekan, Organizasyon, Yemek/İkram",Pozitif,Evet
9f2dff16-a38d-417e-9b30-ffcd4db31cbc,2025-06-17T22:28:33,Bağ evine bakalım,Diğer,Genel,Nötr,Evet
9f2e0368-8ea7-4ac5-b5d0-9fb252845695,2025-06-17T22:35:48,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f2e0368-8ea7-4ac5-b5d0-9fb252845695,2025-06-17T22:35:55,merhaba,Diğer,Genel,Pozitif,Evet
9f2e0368-8ea7-4ac5-b5d0-9fb252845695,2025-06-17T22:36:10,nasılsın,Diğer,Genel,Pozitif,Evet
9f2e0368-8ea7-4ac5-b5d0-9fb252845695,2025-06-17T22:36:29,Which jobs do you think are least likely to be replaced by AI? Why?,Diğer,Genel,Pozitif,Evet
9f2e0368-8ea7-4ac5-b5d0-9fb252845695,2025-06-17T22:38:18,sen hangi tabanlı ai kullanıyorsun,Yemek/İkram soruyor,Yemek/İkram,Pozitif,Evet
9f2e0368-8ea7-4ac5-b5d0-9fb252845695,2025-06-17T22:39:49,"MONS
KAFD A bu nedir",Diğer,Genel,Nötr,Evet
9f2e0368-8ea7-4ac5-b5d0-9fb252845695,2025-06-17T22:40:38,∫(3x2+2x+1)dx bu integrali çözer misin,Bilgi istiyor,Genel,Pozitif,Evet
9f2e0368-8ea7-4ac5-b5d0-9fb252845695,2025-06-17T22:41:49,∫(3x2+2x+1)dx Can you solve this integral so I can buy a wedding bouquet?,Diğer,Genel,Pozitif,Evet
9f2eb00e-a00d-4380-b7af-66615c9777d7,2025-06-18T06:38:46,Nıkah,Diğer,Genel,Pozitif,Evet
9f2eb00e-a00d-4380-b7af-66615c9777d7,2025-06-18T06:39:09,Istanbul,Konum belirtiyor,Genel,Pozitif,Evet
9f2eb00e-a00d-4380-b7af-66615c9777d7,2025-06-18T06:39:20,6 temmuz,Tarih ayarlaması istiyor,Genel,Pozitif,Evet
9f2ec5cd-7786-44a9-af75-dbe5a2bc748d,2025-06-18T07:39:23,Düğün,Organizasyon arıyor,Genel,Pozitif,Evet
9f2ec5cd-7786-44a9-af75-dbe5a2bc748d,2025-06-18T07:39:44,bursa osmangazi veya nilüfer,Konum belirtiyor,Genel,Nötr,Evet
9f2ec5cd-7786-44a9-af75-dbe5a2bc748d,2025-06-18T07:40:13,hepsi,Diğer,Genel,Pozitif,Evet
9f2ec5cd-7786-44a9-af75-dbe5a2bc748d,2025-06-18T07:41:22,düğün tarihim 12 ekim 2025 davetli sayım 500-750 kokteyl tercihim pasta meşrubatta olabilir toplam bütçem 120 bin,Yemek/İkram soruyor,Yemek/İkram,Negatif,Evet
9f2ec5cd-7786-44a9-af75-dbe5a2bc748d,2025-06-18T07:42:30,açık alan olabilir ama üstü açılıp kapanabilen bir mekan tercihim tema ise sade ve şık olabilir,Mekan arıyor,Mekan,Negatif,Evet
9f2ef821-1fce-4f61-bb82-fe76a08451b7,2025-06-18T10:00:07,Nişan,Diğer,Organizasyon,Pozitif,Evet
9f2ef821-1fce-4f61-bb82-fe76a08451b7,2025-06-18T10:00:57,Ankara etimesgut.nisan olacak yaklasik 150 kisi yemeksiz aksam saatlerinde,Yemek/İkram soruyor,Yemek/İkram,Negatif,Evet
